discipline,primary_reason,learner_type,expected_hours_week,LoE_DI,age_DI,nevents,explored,grade_reqs,nforum_posts,course_length,ndays_act,completed_%,grade
8.0,0.0,0.0,0.0,0.0,0.0,5064.0,0,1,6.0,63,37.0,,0.993
4.0,0.0,0.0,0.0,0.0,0.0,720.0,0,1,18.0,53,6.0,,1.0
4.0,6.0,3.0,3.0,2.0,2.0,292.0,0,1,12.0,16,11.0,0.0,1.0
2.0,0.0,0.0,0.0,0.0,0.0,63.0,0,1,1.0,33,2.0,0.294,0.107
5.0,0.0,0.0,0.0,0.0,0.0,87.0,1,1,0.0,91,5.0,,0.006
8.0,0.0,0.0,0.0,0.0,0.0,108.0,0,0,0.0,50,9.0,,0.282
3.0,6.0,1.0,2.0,3.0,2.0,4.0,0,0,1.0,62,1.0,0.0,0.219
8.0,0.0,0.0,0.0,0.0,0.0,1763.0,0,1,0.0,63,28.0,,0.936
8.0,0.0,0.0,0.0,0.0,0.0,238.0,0,0,0.0,50,20.0,,0.385
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,333,0.0,,0.012
4.0,0.0,0.0,0.0,0.0,0.0,3080.0,0,1,20.0,85,24.0,,0.125
9.0,0.0,0.0,0.0,0.0,0.0,6.0,0,0,15.0,77,1.0,,0.948
8.0,0.0,0.0,0.0,0.0,0.0,133.0,0,0,0.0,50,32.0,,0.154
2.0,1.0,5.0,2.0,3.0,0.0,8.0,0,1,0.0,33,2.0,,0.036
5.0,6.0,1.0,2.0,2.0,2.0,0.0,0,0,0.0,124,0.0,0.0,0.326
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,36,0.0,,0.146
2.0,5.0,5.0,2.0,3.0,2.0,1.0,0,0,6.0,67,0.0,0.0,0.98
2.0,6.0,4.0,3.0,8.0,0.0,0.0,0,0,8.0,89,0.0,,0.198
2.0,7.0,6.0,5.0,6.0,3.0,71.0,0,0,4.0,39,2.0,0.0,0.268
9.0,6.0,4.0,3.0,3.0,3.0,0.0,0,0,3.0,81,0.0,0.0,0.2
2.0,6.0,1.0,3.0,7.0,2.0,0.0,0,0,6.0,67,0.0,0.0,0.972
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,66,3.0,,0.075
5.0,0.0,0.0,0.0,0.0,0.0,1300.0,1,1,6.0,47,5.0,,0.429
8.0,0.0,0.0,0.0,0.0,0.0,925.0,0,0,0.0,50,13.0,,0.051
4.0,6.0,1.0,3.0,2.0,2.0,0.0,0,0,0.0,35,0.0,0.0,0.25
9.0,6.0,4.0,3.0,2.0,2.0,0.0,0,0,5.0,81,0.0,0.0,0.2
4.0,6.0,4.0,4.0,8.0,1.0,0.0,0,0,3.0,46,0.0,0.0,0.95
2.0,4.0,4.0,3.0,2.0,1.0,0.0,0,0,1.0,63,0.0,0.147,0.875
4.0,0.0,0.0,0.0,0.0,0.0,197.0,0,1,9.0,35,11.0,0.0,1.0
8.0,0.0,0.0,0.0,0.0,0.0,87.0,0,0,0.0,63,11.0,,0.143
2.0,2.0,2.0,3.0,7.0,1.0,13.0,0,1,2.0,55,4.0,0.0,0.173
2.0,3.0,4.0,3.0,7.0,1.0,0.0,0,0,3.0,67,0.0,0.0,0.219
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,333,0.0,,0.095
8.0,0.0,0.0,0.0,0.0,0.0,702.0,0,1,0.0,63,9.0,,0.914
5.0,4.0,4.0,3.0,6.0,1.0,0.0,0,0,0.0,124,0.0,0.0,0.122
8.0,0.0,0.0,0.0,0.0,0.0,2884.0,0,1,0.0,63,16.0,,0.257
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,124,0.0,,0.052
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,55,5.0,,0.062
8.0,0.0,0.0,0.0,0.0,0.0,3837.0,0,1,2.0,63,25.0,,0.986
2.0,0.0,0.0,0.0,0.0,0.0,6.0,0,1,4.0,63,1.0,,0.113
5.0,0.0,0.0,0.0,0.0,0.0,1067.0,1,1,8.0,47,3.0,,0.571
4.0,0.0,0.0,0.0,0.0,0.0,730.0,0,1,0.0,42,4.0,,0.167
5.0,0.0,0.0,0.0,0.0,0.0,7.0,0,1,0.0,90,1.0,0.0,0.227
4.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,0.0,35,1.0,,0.15
8.0,0.0,0.0,0.0,0.0,0.0,4175.0,0,1,0.0,63,44.0,,0.993
2.0,0.0,0.0,0.0,0.0,0.0,1512.0,1,1,0.0,363,3.0,,0.081
2.0,6.0,4.0,6.0,6.0,1.0,0.0,0,0,0.0,196,0.0,0.0,0.006
2.0,3.0,3.0,2.0,3.0,2.0,469.0,0,1,0.0,55,18.0,0.0,0.988
9.0,0.0,0.0,0.0,0.0,0.0,122.0,0,1,0.0,48,6.0,,0.647
8.0,0.0,0.0,0.0,0.0,0.0,26.0,0,0,0.0,50,3.0,,0.026
4.0,5.0,4.0,3.0,2.0,2.0,0.0,0,0,14.0,58,0.0,0.0,1.0
2.0,6.0,3.0,4.0,2.0,1.0,2.0,0,0,1.0,55,1.0,0.0,0.173
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.0,56,0.0,,0.017
8.0,0.0,0.0,0.0,0.0,0.0,774.0,0,1,0.0,63,17.0,,0.943
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,41,7.0,,0.467
10.0,0.0,0.0,0.0,0.0,0.0,741.0,0,1,0.0,35,4.0,,0.597
5.0,0.0,0.0,0.0,0.0,0.0,944.0,1,1,0.0,47,2.0,,0.429
8.0,0.0,0.0,0.0,0.0,0.0,439.0,0,0,0.0,50,20.0,,0.103
2.0,6.0,3.0,3.0,1.0,0.0,76.0,0,1,2.0,98,6.0,,0.035
7.0,3.0,4.0,2.0,3.0,2.0,0.0,0,0,14.0,56,0.0,0.0,0.236
4.0,0.0,0.0,0.0,0.0,0.0,53.0,0,0,0.0,63,7.0,0.348,0.03
4.0,2.0,0.0,2.0,5.0,3.0,6.0,0,0,2.0,70,2.0,0.0,0.1
2.0,6.0,1.0,6.0,3.0,1.0,120.0,0,1,1.0,33,3.0,0.0,0.125
2.0,3.0,1.0,4.0,2.0,2.0,0.0,0,0,1.0,63,0.0,0.0,0.906
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,133,0.0,0.0,0.391
2.0,0.0,0.0,0.0,0.0,0.0,31.0,0,0,1.0,55,4.0,0.0,0.123
2.0,8.0,6.0,5.0,7.0,3.0,0.0,0,0,0.0,56,0.0,0.0,0.086
4.0,3.0,4.0,2.0,7.0,2.0,0.0,0,0,0.0,168,0.0,0.0,0.016
4.0,6.0,3.0,3.0,8.0,1.0,314.0,0,0,2.0,63,24.0,0.0,1.0
7.0,8.0,1.0,3.0,8.0,2.0,15.0,0,1,0.0,60,11.0,0.0,0.108
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,63,8.0,,0.229
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,125,0.0,,0.873
3.0,6.0,1.0,3.0,2.0,1.0,121.0,0,1,2.0,35,4.0,0.0,0.553
5.0,0.0,0.0,0.0,0.0,0.0,399.0,1,1,4.0,47,3.0,,0.429
2.0,6.0,1.0,2.0,2.0,1.0,0.0,0,0,0.0,196,0.0,0.0,0.006
4.0,1.0,4.0,3.0,2.0,2.0,0.0,0,0,12.0,58,0.0,0.0,1.0
5.0,4.0,1.0,3.0,7.0,1.0,0.0,0,0,3.0,124,0.0,0.053,0.297
9.0,3.0,4.0,3.0,8.0,1.0,0.0,0,0,4.0,81,0.0,0.0,0.98
6.0,6.0,6.0,4.0,3.0,1.0,74.0,0,0,1.0,27,7.0,0.0,0.267
2.0,6.0,5.0,2.0,7.0,1.0,0.0,0,0,0.0,63,0.0,0.0,0.1
9.0,0.0,0.0,0.0,0.0,0.0,785.0,0,1,0.0,48,1.0,,0.267
4.0,0.0,0.0,0.0,0.0,0.0,441.0,0,1,13.0,53,10.0,,1.0
2.0,1.0,1.0,2.0,2.0,1.0,0.0,0,0,0.0,140,0.0,0.013,0.384
8.0,0.0,0.0,0.0,0.0,0.0,4569.0,0,1,2.0,63,22.0,,0.964
2.0,9.0,4.0,2.0,2.0,1.0,0.0,0,0,0.0,196,0.0,0.0,0.014
9.0,2.0,1.0,1.0,3.0,1.0,0.0,0,0,2.0,81,0.0,0.0,0.2
8.0,0.0,0.0,0.0,0.0,0.0,3773.0,0,1,10.0,63,30.0,,0.986
5.0,0.0,0.0,0.0,0.0,0.0,95.0,1,1,0.0,146,2.0,,0.022
2.0,6.0,1.0,3.0,7.0,1.0,0.0,0,0,1.0,67,0.0,0.0,0.344
4.0,0.0,0.0,0.0,0.0,0.0,330.0,0,1,3.0,77,13.0,0.0,0.429
4.0,6.0,4.0,3.0,2.0,2.0,49.0,0,0,0.0,39,1.0,0.0,0.065
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,70,0.0,,0.118
4.0,1.0,2.0,4.0,7.0,1.0,0.0,0,0,0.0,63,0.0,0.077,0.03
9.0,8.0,4.0,3.0,7.0,2.0,0.0,0,0,0.0,81,0.0,0.0,0.4
4.0,2.0,0.0,3.0,2.0,2.0,0.0,0,0,0.0,70,0.0,0.0,0.05
8.0,0.0,0.0,0.0,0.0,0.0,313.0,0,0,0.0,50,19.0,,0.308
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,55,3.0,,0.108
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,49,0.0,,0.195
4.0,8.0,1.0,2.0,5.0,2.0,0.0,0,0,3.0,58,0.0,0.0,1.0
6.0,1.0,3.0,5.0,6.0,1.0,262.0,0,0,0.0,43,13.0,0.0,0.475
4.0,5.0,6.0,2.0,8.0,1.0,90.0,0,1,6.0,35,6.0,0.0,0.7
3.0,0.0,0.0,0.0,0.0,0.0,3.0,1,1,6.0,55,9.0,,0.941
9.0,0.0,0.0,0.0,0.0,0.0,98.0,0,0,1.0,48,2.0,,0.076
2.0,3.0,5.0,2.0,5.0,1.0,0.0,0,0,13.0,84,0.0,0.0,1.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19.0,34,0.0,,0.3
7.0,0.0,0.0,0.0,0.0,0.0,90.0,0,0,0.0,317,4.0,,0.797
2.0,8.0,1.0,4.0,8.0,1.0,0.0,0,0,0.0,42,0.0,0.0,0.235
7.0,6.0,1.0,2.0,3.0,2.0,0.0,0,0,0.0,35,0.0,0.0,1.0
9.0,0.0,0.0,0.0,0.0,0.0,1275.0,1,1,0.0,48,13.0,,0.933
4.0,2.0,0.0,2.0,3.0,3.0,0.0,0,0,11.0,35,0.0,0.0,0.95
4.0,8.0,4.0,3.0,3.0,2.0,267.0,0,0,18.0,42,7.0,0.0,0.8
5.0,0.0,0.0,0.0,0.0,0.0,154.0,1,1,0.0,122,3.0,,0.085
2.0,0.0,0.0,0.0,0.0,0.0,7.0,0,1,0.0,33,1.0,0.255,0.062
2.0,0.0,0.0,0.0,0.0,0.0,1217.0,1,1,2.0,365,3.0,,0.279
2.0,0.0,0.0,0.0,0.0,0.0,785.0,1,1,0.0,365,4.0,,0.418
2.0,0.0,0.0,0.0,0.0,0.0,251.0,0,1,0.0,28,18.0,,1.0
8.0,0.0,0.0,0.0,0.0,0.0,6306.0,0,1,4.0,63,31.0,,0.993
7.0,0.0,0.0,0.0,0.0,0.0,413.0,0,1,5.0,60,12.0,0.8,0.957
4.0,0.0,0.0,0.0,0.0,0.0,351.0,0,1,0.0,42,3.0,,0.133
8.0,0.0,0.0,0.0,0.0,0.0,111.0,0,1,12.0,63,22.0,,0.286
8.0,6.0,4.0,3.0,3.0,2.0,0.0,0,0,14.0,70,0.0,0.0,0.784
3.0,6.0,4.0,2.0,2.0,2.0,328.0,0,0,22.0,62,19.0,0.0,1.0
2.0,6.0,1.0,3.0,3.0,3.0,0.0,0,0,7.0,63,0.0,0.0,0.95
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,63,0.0,,0.237
3.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0.0,55,0.0,,0.219
2.0,9.0,1.0,2.0,3.0,3.0,0.0,0,0,0.0,67,0.0,0.077,0.062
9.0,0.0,0.0,0.0,0.0,0.0,1295.0,0,1,3.0,48,7.0,,0.267
4.0,0.0,0.0,0.0,0.0,0.0,2095.0,0,1,0.0,42,2.0,,1.0
2.0,0.0,0.0,0.0,0.0,0.0,218.0,0,1,2.0,60,9.0,0.0,0.425
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,48,2.0,,0.076
8.0,0.0,0.0,0.0,0.0,0.0,1290.0,0,0,0.0,63,29.0,,0.95
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,109,7.0,,0.4
5.0,1.0,1.0,2.0,6.0,1.0,0.0,0,0,0.0,133,0.0,0.0,0.082
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,66,1.0,,0.912
2.0,0.0,0.0,0.0,0.0,0.0,3263.0,1,1,0.0,363,4.0,,0.901
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,63,0.0,,0.481
4.0,0.0,0.0,0.0,0.0,0.0,27.0,0,1,0.0,42,4.0,0.0,0.011
3.0,9.0,4.0,3.0,1.0,2.0,0.0,0,0,0.0,62,0.0,0.0,0.062
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,165,0.0,,0.028
2.0,0.0,0.0,0.0,0.0,0.0,284.0,0,1,8.0,46,7.0,,0.633
4.0,6.0,0.0,3.0,3.0,1.0,16.0,0,0,0.0,70,2.0,0.0,0.05
8.0,2.0,4.0,2.0,3.0,2.0,0.0,0,0,0.0,70,0.0,0.0,1.0
5.0,6.0,4.0,3.0,5.0,2.0,0.0,0,0,1.0,20,0.0,0.042,0.975
2.0,6.0,4.0,4.0,3.0,2.0,0.0,0,0,0.0,140,0.0,0.0,0.628
4.0,2.0,1.0,2.0,4.0,2.0,287.0,0,1,6.0,35,11.0,0.0,1.0
8.0,0.0,0.0,0.0,0.0,0.0,743.0,0,0,1.0,63,27.0,,0.914
4.0,3.0,1.0,3.0,2.0,2.0,0.0,0,0,3.0,58,0.0,0.0,1.0
2.0,2.0,3.0,2.0,6.0,0.0,0.0,0,0,0.0,98,0.0,,0.019
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,66,4.0,,0.286
5.0,0.0,0.0,0.0,0.0,0.0,1749.0,1,1,0.0,91,7.0,,0.15
2.0,0.0,0.0,0.0,0.0,0.0,2838.0,1,1,9.0,35,8.0,,0.945
10.0,0.0,0.0,0.0,0.0,0.0,3970.0,1,1,0.0,35,11.0,,0.577
8.0,0.0,0.0,0.0,0.0,0.0,2205.0,0,1,0.0,63,18.0,,0.886
9.0,0.0,0.0,0.0,0.0,0.0,78.0,0,0,0.0,48,6.0,,0.612
7.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,66,1.0,,0.272
7.0,5.0,6.0,3.0,2.0,1.0,338.0,0,1,11.0,60,7.0,0.0,0.764
7.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,125,1.0,,0.704
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,56,0.0,,0.333
2.0,6.0,5.0,3.0,8.0,3.0,0.0,0,0,1.0,109,0.0,0.0,0.246
5.0,0.0,0.0,0.0,0.0,0.0,4064.0,1,1,22.0,47,15.0,,0.571
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,133,0.0,,0.186
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,333,0.0,,0.002
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,333,0.0,,0.071
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,123,0.0,0.0,0.164
8.0,0.0,0.0,0.0,0.0,0.0,1791.0,0,1,1.0,63,23.0,,0.921
2.0,0.0,0.0,5.0,5.0,2.0,0.0,0,0,0.0,27,0.0,0.0,0.988
7.0,3.0,2.0,3.0,7.0,2.0,239.0,0,1,0.0,317,14.0,0.0,0.814
8.0,0.0,0.0,0.0,0.0,0.0,13211.0,0,1,0.0,63,30.0,,0.95
7.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,0.0,66,3.0,,0.122
7.0,6.0,1.0,2.0,5.0,2.0,0.0,0,0,10.0,56,0.0,0.0,0.322
4.0,6.0,4.0,2.0,5.0,2.0,0.0,0,0,21.0,35,0.0,0.0,1.0
2.0,4.0,1.0,2.0,3.0,1.0,77.0,0,1,1.0,33,1.0,0.0,0.062
6.0,6.0,3.0,4.0,3.0,3.0,63.0,0,0,0.0,27,5.0,0.0,0.778
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,42,0.0,,0.062
8.0,0.0,0.0,0.0,0.0,0.0,1526.0,0,1,0.0,63,28.0,,0.986
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,6.0,41,8.0,,0.95
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,66,1.0,,0.932
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,55,3.0,,0.016
5.0,0.0,0.0,0.0,0.0,0.0,154.0,1,1,0.0,146,3.0,0.0,0.052
2.0,0.0,0.0,0.0,0.0,0.0,3597.0,1,1,12.0,35,7.0,,0.957
5.0,0.0,0.0,0.0,0.0,0.0,50.0,1,1,0.0,146,3.0,0.754,0.051
1.0,6.0,1.0,3.0,3.0,2.0,0.0,0,0,0.0,35,0.0,0.0,0.195
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,42,0.0,,0.149
7.0,0.0,0.0,0.0,0.0,0.0,52.0,0,0,0.0,365,6.0,,0.133
8.0,0.0,0.0,0.0,0.0,0.0,1390.0,1,1,13.0,41,30.0,,0.92
10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6.0,43,0.0,,1.0
4.0,6.0,4.0,4.0,3.0,2.0,0.0,0,0,14.0,58,0.0,0.0,1.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,55,1.0,,0.097
1.0,0.0,0.0,0.0,7.0,3.0,0.0,0,0,1.0,48,0.0,0.0,1.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,25,0.0,,0.167
5.0,0.0,0.0,0.0,0.0,0.0,300.0,1,1,0.0,122,1.0,,0.079
8.0,6.0,1.0,3.0,6.0,2.0,0.0,0,0,0.0,112,0.0,0.0,0.317
8.0,0.0,0.0,0.0,0.0,0.0,118.0,0,0,0.0,50,12.0,,0.308
5.0,0.0,0.0,0.0,0.0,0.0,1067.0,0,1,3.0,47,0.0,,0.5
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,69,0.0,0.75,0.07
2.0,0.0,0.0,0.0,0.0,0.0,516.0,0,1,1.0,33,11.0,,0.231
8.0,8.0,3.0,3.0,6.0,3.0,258.0,0,0,0.0,55,12.0,0.0,1.0
2.0,6.0,1.0,1.0,2.0,2.0,66.0,0,1,1.0,33,5.0,0.0,0.125
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,63,0.0,,0.144
5.0,0.0,0.0,0.0,0.0,0.0,9259.0,1,1,15.0,47,10.0,,0.571
8.0,0.0,0.0,0.0,0.0,0.0,98.0,0,0,0.0,50,6.0,,0.103
6.0,6.0,3.0,3.0,8.0,2.0,88.0,0,1,0.0,27,3.0,0.0,1.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,161,0.0,,0.136
2.0,0.0,0.0,0.0,0.0,0.0,911.0,1,1,6.0,35,0.0,,0.247
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,48,2.0,,0.05
8.0,0.0,0.0,0.0,0.0,0.0,1759.0,0,1,1.0,63,26.0,,1.0
8.0,0.0,0.0,0.0,0.0,0.0,4847.0,0,1,2.0,63,42.0,,1.0
1.0,3.0,3.0,4.0,7.0,1.0,7.0,0,0,0.0,42,2.0,0.0,0.25
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,42,3.0,,0.017
2.0,2.0,3.0,3.0,2.0,1.0,371.0,0,1,5.0,55,20.0,0.0,0.935
5.0,0.0,0.0,0.0,0.0,0.0,110.0,0,1,4.0,21,8.0,,0.45
8.0,0.0,0.0,0.0,0.0,0.0,4493.0,0,1,1.0,63,39.0,,0.907
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,90,0.0,,0.483
5.0,0.0,0.0,0.0,0.0,0.0,466.0,1,1,0.0,122,3.0,,0.079
10.0,6.0,0.0,3.0,2.0,3.0,0.0,0,0,10.0,35,0.0,0.0,0.44
9.0,0.0,0.0,0.0,0.0,0.0,667.0,0,1,1.0,48,33.0,,0.959
8.0,6.0,2.0,3.0,8.0,2.0,126.0,0,0,0.0,55,14.0,0.0,0.982
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,25,0.0,,0.417
4.0,3.0,4.0,5.0,3.0,2.0,404.0,0,1,3.0,35,12.0,0.0,0.3
2.0,0.0,0.0,0.0,0.0,0.0,68.0,0,1,1.0,33,5.0,0.0,0.933
4.0,3.0,1.0,2.0,3.0,2.0,145.0,0,1,0.0,35,9.0,0.0,0.8
7.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,0.0,66,3.0,,0.252
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,63,0.0,,0.875
5.0,0.0,0.0,0.0,0.0,0.0,184.0,0,1,0.0,90,1.0,,0.326
7.0,2.0,4.0,2.0,2.0,1.0,0.0,0,0,0.0,40,0.0,0.0,0.6
8.0,6.0,3.0,2.0,3.0,2.0,197.0,0,0,0.0,55,11.0,0.0,0.786
5.0,0.0,0.0,0.0,0.0,0.0,403.0,0,1,0.0,47,1.0,,0.571
5.0,0.0,0.0,0.0,0.0,0.0,213.0,1,1,0.0,91,1.0,,0.071
8.0,0.0,0.0,0.0,0.0,0.0,4068.0,0,1,0.0,63,26.0,,0.929
4.0,6.0,0.0,3.0,3.0,2.0,0.0,0,0,0.0,35,0.0,0.0,0.8
5.0,0.0,0.0,0.0,0.0,0.0,183.0,1,1,0.0,91,0.0,,0.044
5.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,91,2.0,,0.04
2.0,6.0,5.0,4.0,8.0,1.0,29.0,0,0,2.0,55,4.0,0.0,0.173
2.0,8.0,1.0,2.0,8.0,0.0,0.0,0,0,0.0,89,0.0,,0.19
2.0,6.0,3.0,4.0,2.0,2.0,0.0,0,0,2.0,123,0.0,0.0,0.148
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,109,10.0,,0.929
2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0.0,61,1.0,0.0,0.061
8.0,0.0,0.0,0.0,0.0,0.0,129.0,0,0,0.0,28,5.0,,1.0
7.0,5.0,4.0,4.0,3.0,1.0,0.0,0,1,0.0,60,0.0,0.0,0.027
2.0,3.0,4.0,5.0,4.0,1.0,0.0,0,0,7.0,53,0.0,0.085,0.498
9.0,0.0,0.0,0.0,0.0,0.0,2.0,0,1,0.0,48,16.0,,0.647
2.0,3.0,1.0,3.0,3.0,1.0,0.0,0,0,0.0,63,0.0,0.0,0.769
4.0,6.0,2.0,3.0,2.0,2.0,0.0,0,0,0.0,63,0.0,0.0,0.03
7.0,0.0,0.0,0.0,0.0,0.0,149.0,0,1,0.0,60,3.0,0.0,0.32
2.0,0.0,0.0,0.0,0.0,0.0,191.0,1,1,0.0,363,16.0,,0.135
5.0,0.0,0.0,0.0,0.0,0.0,1570.0,1,1,10.0,47,0.0,,0.571
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1.0,60,0.0,0.0,0.022
2.0,6.0,4.0,3.0,3.0,1.0,121.0,0,1,1.0,33,2.0,0.0,0.562
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,363,7.0,,0.068
8.0,0.0,0.0,0.0,0.0,0.0,1757.0,0,0,2.0,63,39.0,,0.986
1.0,0.0,0.0,0.0,0.0,0.0,3054.0,0,1,0.0,35,12.0,,0.927
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,55,2.0,,0.062
2.0,6.0,3.0,3.0,7.0,1.0,232.0,0,0,0.0,56,14.0,0.077,0.97
8.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,13.0,70,1.0,,0.98
5.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,91,6.0,,0.127
4.0,0.0,0.0,0.0,0.0,0.0,1251.0,0,1,18.0,53,7.0,,1.0
5.0,10.0,3.0,2.0,6.0,1.0,199.0,1,1,0.0,146,5.0,0.0,0.108
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,17.0,63,0.0,,0.013
4.0,6.0,5.0,2.0,3.0,1.0,104.0,0,0,0.0,49,6.0,0.0,0.064
5.0,0.0,0.0,0.0,0.0,0.0,547.0,1,1,1.0,91,4.0,,0.033
8.0,6.0,3.0,3.0,7.0,2.0,181.0,0,0,0.0,55,11.0,0.0,0.911
5.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,97,1.0,,0.977
7.0,0.0,0.0,0.0,0.0,0.0,71.0,0,1,1.0,60,4.0,0.0,0.022
3.0,0.0,0.0,0.0,0.0,0.0,78.0,0,0,1.0,62,5.0,0.0,0.792
2.0,6.0,6.0,2.0,2.0,2.0,0.0,0,0,0.0,67,0.0,0.0,0.062
8.0,0.0,0.0,0.0,0.0,0.0,2276.0,0,1,0.0,63,28.0,,0.979
4.0,0.0,0.0,0.0,0.0,0.0,666.0,0,1,2.0,42,3.0,,0.333
4.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0,0.0,240,0.0,,0.233
5.0,0.0,0.0,0.0,0.0,0.0,289.0,0,1,1.0,47,0.0,,0.571
5.0,0.0,0.0,0.0,0.0,0.0,3072.0,1,1,16.0,47,6.0,,0.571
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,54,0.0,,0.18
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,333,0.0,,0.275
4.0,5.0,2.0,3.0,3.0,2.0,236.0,0,0,7.0,49,15.0,0.0,1.0
5.0,0.0,0.0,0.0,0.0,0.0,2420.0,1,1,8.0,47,11.0,,0.571
4.0,9.0,4.0,2.0,3.0,3.0,43.0,0,0,0.0,39,1.0,0.031,0.065
2.0,0.0,0.0,0.0,0.0,0.0,414.0,1,1,0.0,363,2.0,,0.126
8.0,6.0,4.0,3.0,8.0,1.0,0.0,0,0,2.0,71,0.0,0.0,0.1
2.0,6.0,4.0,3.0,1.0,2.0,0.0,0,0,0.0,63,0.0,0.6,0.063
2.0,0.0,0.0,0.0,0.0,0.0,382.0,0,1,0.0,27,0.0,,0.188
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,35,0.0,,0.5
7.0,5.0,1.0,5.0,2.0,1.0,0.0,0,0,18.0,69,0.0,0.0,0.859
8.0,0.0,0.0,0.0,0.0,0.0,1064.0,0,1,0.0,63,17.0,,0.936
10.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,35,5.0,,0.016
4.0,0.0,0.0,0.0,0.0,0.0,28.0,0,0,0.0,39,1.0,,0.065
2.0,0.0,0.0,0.0,0.0,0.0,1507.0,1,1,5.0,35,8.0,,0.973
6.0,6.0,3.0,3.0,3.0,2.0,104.0,0,1,1.0,27,5.0,0.0,0.533
2.0,0.0,0.0,0.0,0.0,0.0,88.0,0,1,1.0,33,3.0,0.827,0.559
